year,quarter,sex,sector,value
2022,Q2,All,Other Services,3.0757599517662695
2022,Q3,All,Other Services,2.570310127378221
2022,Q4,All,Other Services,2.9512406210608457
2023,Q1,All,Other Services,2.7756328980705463
2023,Q2,All,Other Services,2.789801472699139
2023,Q3,All,Other Services,2.935511804204989
2023,Q4,All,Other Services,2.5978494125446607
2024,Q1,All,Other Services,2.50127422361391
2024,Q2,All,Other Services,3.172459496237592
2024,Q3,All,Other Services,3.6828459986755346
2024,Q4,All,Other Services,2.8978628230642096
2025,Q1,All,Other Services,3.2355431052167254
2025,Q2,All,Other Services,3.584728769128134
2025,Q3,All,Other Services,3.7577819542104582
2025,Q4,All,Other Services,2.7996313307957146
2019,Q1,All,Households as Employers,5.907594449535101
2019,Q2,All,Households as Employers,7.3192903893075005
2019,Q3,All,Households as Employers,6.540738420152517
2019,Q4,All,Households as Employers,6.180740111329337
2020,Q1,All,Households as Employers,5.106762950274951
2020,Q2,All,Households as Employers,4.759920952999288
2020,Q3,All,Households as Employers,4.670197528365065
2020,Q4,All,Households as Employers,4.710715320126104
2021,Q1,All,Households as Employers,4.0503532097060875
2021,Q2,All,Households as Employers,4.176970480422948
2021,Q3,All,Households as Employers,3.7411389239798956
2021,Q4,All,Households as Employers,4.338281850249045
2022,Q1,All,Households as Employers,3.649975717734535
2022,Q2,All,Households as Employers,4.194734988118279
2022,Q3,All,Households as Employers,4.010410690647856
2022,Q4,All,Households as Employers,4.03421320269878
2023,Q1,All,Households as Employers,3.8663622626422076
2023,Q2,All,Households as Employers,3.9022642372897836
2023,Q3,All,Households as Employers,4.281660487349896
2023,Q4,All,Households as Employers,4.363295357400902
2024,Q1,All,Households as Employers,4.061865806980012
2024,Q2,All,Households as Employers,4.114691040736218
2024,Q3,All,Households as Employers,3.770899293973446
2024,Q4,All,Households as Employers,3.629528407211253
2025,Q1,All,Households as Employers,3.5662729178955273
2025,Q2,All,Households as Employers,4.095552222889447
2025,Q3,All,Households as Employers,3.469172533292366
2025,Q4,All,Households as Employers,3.3470469614907556
2019,Q1,All,Activities of extraterritorial organizations and bodies,0.4078278220265365
2019,Q2,All,Activities of extraterritorial organizations and bodies,0.7370869207844912
2019,Q3,All,Activities of extraterritorial organizations and bodies,0.685000029685482
2019,Q4,All,Activities of extraterritorial organizations and bodies,0.600350789824341
2020,Q1,All,Activities of extraterritorial organizations and bodies,0.24491507870473625
2020,Q2,All,Activities of extraterritorial organizations and bodies,0.29650090025458065
2020,Q3,All,Activities of extraterritorial organizations and bodies,0.0992469370079
2020,Q4,All,Activities of extraterritorial organizations and bodies,0.15766544973808302
2021,Q1,All,Activities of extraterritorial organizations and bodies,0.08263643296066804
2021,Q2,All,Activities of extraterritorial organizations and bodies,0.18550875481919957
2021,Q3,All,Activities of extraterritorial organizations and bodies,0.049404098967185214
2021,Q4,All,Activities of extraterritorial organizations and bodies,0.025650204959192287
2022,Q1,All,Activities of extraterritorial organizations and bodies,0.10486222649144653
2022,Q2,All,Activities of extraterritorial organizations and bodies,0.042129680769250485
2022,Q3,All,Activities of extraterritorial organizations and bodies,0.1258601307286994
2022,Q4,All,Activities of extraterritorial organizations and bodies,0.12541551255659084
2023,Q1,All,Activities of extraterritorial organizations and bodies,0.10748949320131375
2023,Q2,All,Activities of extraterritorial organizations and bodies,0.08128050901397454
2023,Q3,All,Activities of extraterritorial organizations and bodies,0.11247971940326591
2023,Q4,All,Activities of extraterritorial organizations and bodies,0.12861137731591823
2024,Q1,All,Activities of extraterritorial organizations and bodies,0.057790911001199215
2024,Q2,All,Activities of extraterritorial organizations and bodies,0.0696283760455029
2024,Q3,All,Activities of extraterritorial organizations and bodies,0.06489848701699262
2024,Q4,All,Activities of extraterritorial organizations and bodies,0.057275893138259565
2025,Q1,All,Activities of extraterritorial organizations and bodies,0.042667129380954995
2025,Q2,All,Activities of extraterritorial organizations and bodies,0.08759619344357118
2025,Q3,All,Activities of extraterritorial organizations and bodies,0.05601846852104604
2025,Q4,All,Activities of extraterritorial organizations and bodies,0.05804228205745219
2019,Q1,Male,_n_employed,1778662.6736539423
2019,Q2,Male,_n_employed,1841887.959665396
2019,Q3,Male,_n_employed,1792066.6859785204
2019,Q4,Male,_n_employed,1898636.1830800013
2020,Q1,Male,_n_employed,1945486.6441105523
2020,Q2,Male,_n_employed,1808329.9189567566
2020,Q3,Male,_n_employed,2113800.9512634277
2020,Q4,Male,_n_employed,1885454.2991530148
2021,Q1,Male,_n_employed,1748038.1011924744
2021,Q2,Male,_n_employed,1776461.1348571777
2021,Q3,Male,_n_employed,1813058.2206611633
2021,Q4,Male,_n_employed,2002299.1304745674
2022,Q1,Male,_n_employed,1949118.9244995117
2022,Q2,Male,_n_employed,1875695.9197235107
2022,Q3,Male,_n_employed,2095381.0767530845
2022,Q4,Male,_n_employed,1990619.8827268207
2023,Q1,Male,_n_employed,2059803.1013069153
2023,Q2,Male,_n_employed,2175512.2425308228
2023,Q3,Male,_n_employed,2248639.8181419373
2023,Q4,Male,_n_employed,2222880.141635895
2024,Q1,Male,_n_employed,2346249.8633270264
2024,Q2,Male,_n_employed,2347795.0636138916
2024,Q3,Male,_n_employed,2519344.8046875
2024,Q4,Male,_n_employed,2489254.5567474365
2025,Q1,Male,_n_employed,2502420.954284668
2025,Q2,Male,_n_employed,2470663.182373047
2025,Q3,Male,_n_employed,2666343.2031784058
2025,Q4,Male,_n_employed,2588345.9426498413
2019,Q1,Male,Agriculture,33.12458924954932
2019,Q2,Male,Agriculture,31.1283093622091
2019,Q3,Male,Agriculture,28.080110325413425
2019,Q4,Male,Agriculture,30.324772481476497
2020,Q1,Male,Agriculture,37.09114272360323
2020,Q2,Male,Agriculture,36.47518985946439
2020,Q3,Male,Agriculture,25.55398554617185
2020,Q4,Male,Agriculture,36.070285146954205
2021,Q1,Male,Agriculture,44.78837132223033
2021,Q2,Male,Agriculture,39.71345645482318
2021,Q3,Male,Agriculture,38.24155623100945
2021,Q4,Male,Agriculture,39.784519696016766
2022,Q1,Male,Agriculture,45.539905972753466
2022,Q2,Male,Agriculture,36.725188736131074
2022,Q3,Male,Agriculture,38.51201522492958
2022,Q4,Male,Agriculture,38.610377972040695
2023,Q1,Male,Agriculture,39.25548286490629
2023,Q2,Male,Agriculture,35.11172627554673
2023,Q3,Male,Agriculture,28.693945294080752
2023,Q4,Male,Agriculture,40.839851509985294
2024,Q1,Male,Agriculture,39.53818749091818
2024,Q2,Male,Agriculture,33.87657230027724
2024,Q3,Male,Agriculture,26.51008274236809
2024,Q4,Male,Agriculture,33.87442775691923
2025,Q1,Male,Agriculture,36.31979694193069
2025,Q2,Male,Agriculture,31.652847909010095
2025,Q3,Male,Agriculture,27.89794797127769
2025,Q4,Male,Agriculture,31.147857060539742
2019,Q1,Male,Mining and quarrying,5.09003316765532
2019,Q2,Male,Mining and quarrying,3.0848175208585427
2019,Q3,Male,Mining and quarrying,3.55396113401045
2019,Q4,Male,Mining and quarrying,2.5226608876852836
2020,Q1,Male,Mining and quarrying,3.1279559187359807
2020,Q2,Male,Mining and quarrying,2.0401375148272196
2020,Q3,Male,Mining and quarrying,2.629437185373753
2020,Q4,Male,Mining and quarrying,2.6540430264726798
2021,Q1,Male,Mining and quarrying,1.547092306027084
2021,Q2,Male,Mining and quarrying,1.4144712195407538
2021,Q3,Male,Mining and quarrying,1.4652010076843196
2021,Q4,Male,Mining and quarrying,1.2823459524443361
2022,Q1,Male,Mining and quarrying,1.3725063256315233
2022,Q2,Male,Mining and quarrying,1.945822591936203
2022,Q3,Male,Mining and quarrying,1.8766877581014838
2022,Q4,Male,Mining and quarrying,2.5832415966340787
2023,Q1,Male,Mining and quarrying,1.7373965400981826
2023,Q2,Male,Mining and quarrying,1.6749779894038437
2023,Q3,Male,Mining and quarrying,2.1853915798594077
2023,Q4,Male,Mining and quarrying,2.584262737604398
2024,Q1,Male,Mining and quarrying,2.0965012058645343
2024,Q2,Male,Mining and quarrying,3.5180188940659654
2024,Q3,Male,Mining and quarrying,2.7084908474118556
2024,Q4,Male,Mining and quarrying,2.2210010757452587
2025,Q1,Male,Mining and quarrying,2.0766337847276035
2025,Q2,Male,Mining and quarrying,3.2766435178125226
2025,Q3,Male,Mining and quarrying,2.962807613677487
2025,Q4,Male,Mining and quarrying,2.6252461630225965
2019,Q1,Male,Manufacturing,5.6867138050904655
2019,Q2,Male,Manufacturing,5.560088104987368
2019,Q3,Male,Manufacturing,6.549627797027552
2019,Q4,Male,Manufacturing,6.094101227561221
2020,Q1,Male,Manufacturing,5.413053759448629
2020,Q2,Male,Manufacturing,5.717434685570981
2020,Q3,Male,Manufacturing,8.892906021841855
2020,Q4,Male,Manufacturing,4.335801271700059
2021,Q1,Male,Manufacturing,4.686366961523869
2021,Q2,Male,Manufacturing,4.4397047212672796
2021,Q3,Male,Manufacturing,4.819061484937592
2021,Q4,Male,Manufacturing,3.6954948747180514
2022,Q1,Male,Manufacturing,3.7203053558113717
2022,Q2,Male,Manufacturing,5.123472164565676
2022,Q3,Male,Manufacturing,6.217220869331813
2022,Q4,Male,Manufacturing,4.788841153323695
2023,Q1,Male,Manufacturing,5.450777892180296
2023,Q2,Male,Manufacturing,5.963906367710301
2023,Q3,Male,Manufacturing,6.154142990695982
2023,Q4,Male,Manufacturing,4.9660413857385155
2024,Q1,Male,Manufacturing,4.596342991755696
2024,Q2,Male,Manufacturing,5.450492495545027
2024,Q3,Male,Manufacturing,6.8484362937334105
2024,Q4,Male,Manufacturing,5.470030149291775
2025,Q1,Male,Manufacturing,5.417841861891227
2025,Q2,Male,Manufacturing,5.7456460947558625
2025,Q3,Male,Manufacturing,7.103606805790141
2025,Q4,Male,Manufacturing,5.934664317877302
2019,Q1,Male,Electricity gas stream and air conditioning supply,0.2812726426535372
2019,Q2,Male,Electricity gas stream and air conditioning supply,0.47476327861515744
2019,Q3,Male,Electricity gas stream and air conditioning supply,0.4125021368678329
2019,Q4,Male,Electricity gas stream and air conditioning supply,0.620634084876885
2020,Q1,Male,Electricity gas stream and air conditioning supply,0.4396216570258933
2020,Q2,Male,Electricity gas stream and air conditioning supply,0.3452277701220377
2020,Q3,Male,Electricity gas stream and air conditioning supply,0.3017714571041109
2020,Q4,Male,Electricity gas stream and air conditioning supply,0.19848010114491194
2021,Q1,Male,Electricity gas stream and air conditioning supply,0.35936183295341995
2021,Q2,Male,Electricity gas stream and air conditioning supply,0.24244789173594816
2021,Q3,Male,Electricity gas stream and air conditioning supply,0.42483537777843733
2021,Q4,Male,Electricity gas stream and air conditioning supply,0.2453457857043141
2022,Q1,Male,Electricity gas stream and air conditioning supply,0.2019725962694788
2022,Q2,Male,Electricity gas stream and air conditioning supply,0.24971486048042607
2022,Q3,Male,Electricity gas stream and air conditioning supply,0.038270710807442924
2022,Q4,Male,Electricity gas stream and air conditioning supply,0.23377252338994733
2023,Q1,Male,Electricity gas stream and air conditioning supply,0.18166986676097077
2023,Q2,Male,Electricity gas stream and air conditioning supply,0.276516102857179
2023,Q3,Male,Electricity gas stream and air conditioning supply,0.0777168249920966
2023,Q4,Male,Electricity gas stream and air conditioning supply,0.15706251392013373
2024,Q1,Male,Electricity gas stream and air conditioning supply,0.28252028910395466
2024,Q2,Male,Electricity gas stream and air conditioning supply,0.07668386793294883
2024,Q3,Male,Electricity gas stream and air conditioning supply,0.1078872847734143
2024,Q4,Male,Electricity gas stream and air conditioning supply,0.1952542765619467
2025,Q1,Male,Electricity gas stream and air conditioning supply,0.12316885846431558
2025,Q2,Male,Electricity gas stream and air conditioning supply,0.11452879693516034
2025,Q3,Male,Electricity gas stream and air conditioning supply,0.046398833002901124
2025,Q4,Male,Electricity gas stream and air conditioning supply,0.11675601318328599
2019,Q1,Male,"water supply, gas and remediation services",0.3316144018080767
2019,Q2,Male,"water supply, gas and remediation services",0.3107406666337042
2019,Q3,Male,"water supply, gas and remediation services",0.28001692477627094
2019,Q4,Male,"water supply, gas and remediation services",0.1857223111738946
2020,Q1,Male,"water supply, gas and remediation services",0.18876011738593715
2020,Q2,Male,"water supply, gas and remediation services",0.174899146882381
2020,Q3,Male,"water supply, gas and remediation services",0.2686103032834003
2020,Q4,Male,"water supply, gas and remediation services",0.030704780288764576
2021,Q1,Male,"water supply, gas and remediation services",0.06858164659972014
2021,Q2,Male,"water supply, gas and remediation services",0.17570204794948382
2021,Q3,Male,"water supply, gas and remediation services",0.2948382692084593
2021,Q4,Male,"water supply, gas and remediation services",0.0872643400151586
2022,Q1,Male,"water supply, gas and remediation services",0.22507493015018576
2022,Q2,Male,"water supply, gas and remediation services",0.397593528937491
2022,Q3,Male,"water supply, gas and remediation services",0.16801023269544
2022,Q4,Male,"water supply, gas and remediation services",0.2695326898098515
2023,Q1,Male,"water supply, gas and remediation services",0.12347479450199216
2023,Q2,Male,"water supply, gas and remediation services",0.02457657426068759
2023,Q3,Male,"water supply, gas and remediation services",0.05392938919485348
2023,Q4,Male,"water supply, gas and remediation services",0.07911488597226984
2024,Q1,Male,"water supply, gas and remediation services",0.14171126364500125
2024,Q2,Male,"water supply, gas and remediation services",0.08688623759090651
2024,Q3,Male,"water supply, gas and remediation services",0.2069698131014408
2024,Q4,Male,"water supply, gas and remediation services",0.21883738900742236
2025,Q1,Male,"water supply, gas and remediation services",0.3414377984313338
2025,Q2,Male,"water supply, gas and remediation services",0.2228059932978788
2025,Q3,Male,"water supply, gas and remediation services",0.28082445692905134
2025,Q4,Male,"water supply, gas and remediation services",0.33648785144045157
2019,Q1,Male,Construction,12.763919851253206
2019,Q2,Male,Construction,13.265619810425234
2019,Q3,Male,Construction,17.82932301375769
2019,Q4,Male,Construction,12.999989586188104
2020,Q1,Male,Construction,12.333280752433076
2020,Q2,Male,Construction,18.05452065206606
2020,Q3,Male,Construction,22.706079177377212
2020,Q4,Male,Construction,19.08532996019307
2021,Q1,Male,Construction,13.517984235722025
2021,Q2,Male,Construction,16.533525445385905
2021,Q3,Male,Construction,20.51191196254131
2021,Q4,Male,Construction,17.718584485797077
2022,Q1,Male,Construction,14.053103930013302
2022,Q2,Male,Construction,15.580722405245684
2022,Q3,Male,Construction,19.483835272485596
2022,Q4,Male,Construction,14.850152980922168
2023,Q1,Male,Construction,12.885197404127972
2023,Q2,Male,Construction,15.299048849592396
2023,Q3,Male,Construction,21.73427043477158
2023,Q4,Male,Construction,12.09195435718632
2024,Q1,Male,Construction,11.960320156732477
2024,Q2,Male,Construction,13.478446716247344
2024,Q3,Male,Construction,19.86183039560431
2024,Q4,Male,Construction,13.983849450274455
2025,Q1,Male,Construction,12.438256129220855
2025,Q2,Male,Construction,13.467323965813973
2025,Q3,Male,Construction,17.782817601672598
2025,Q4,Male,Construction,13.458652281763882
2019,Q1,Male,Trade & Retail,12.268085151796942
2019,Q2,Male,Trade & Retail,12.103115568294522
2019,Q3,Male,Trade & Retail,12.619265396414283
2019,Q4,Male,Trade & Retail,12.968582051384217
2020,Q1,Male,Trade & Retail,10.41636472971135
2020,Q2,Male,Trade & Retail,11.183111120908116
2020,Q3,Male,Trade & Retail,13.192057848266186
2020,Q4,Male,Trade & Retail,8.659144038725382
2021,Q1,Male,Trade & Retail,8.432127628976035
2021,Q2,Male,Trade & Retail,7.768656080862953
2021,Q3,Male,Trade & Retail,9.5620692874654
2021,Q4,Male,Trade & Retail,8.045092555802642
2022,Q1,Male,Trade & Retail,8.026624521261152
2022,Q2,Male,Trade & Retail,8.850399795169873
2022,Q3,Male,Trade & Retail,7.674353975160099
2022,Q4,Male,Trade & Retail,8.018823965828616
2023,Q1,Male,Trade & Retail,10.61418605567667
2023,Q2,Male,Trade & Retail,9.967813485923234
2023,Q3,Male,Trade & Retail,9.742265973544832
2023,Q4,Male,Trade & Retail,9.540032482724058
2024,Q1,Male,Trade & Retail,9.663835398224794
2024,Q2,Male,Trade & Retail,10.179053272609666
2024,Q3,Male,Trade & Retail,11.006526307074632
2024,Q4,Male,Trade & Retail,11.717003866990721
2025,Q1,Male,Trade & Retail,10.717028825380584
2025,Q2,Male,Trade & Retail,11.776203133840287
2025,Q3,Male,Trade & Retail,11.27130147468569
2025,Q4,Male,Trade & Retail,11.91541773490097
2019,Q1,Male,Transport & Storage,8.457291798864821
2019,Q2,Male,Transport & Storage,9.218740353475289
2019,Q3,Male,Transport & Storage,8.119927192250808
2019,Q4,Male,Transport & Storage,10.11930060283194
2020,Q1,Male,Transport & Storage,7.882080137651773
2020,Q2,Male,Transport & Storage,6.11361187829771
2020,Q3,Male,Transport & Storage,6.7676366956502605
2020,Q4,Male,Transport & Storage,7.977784178198884
2021,Q1,Male,Transport & Storage,7.333387604309582
2021,Q2,Male,Transport & Storage,8.940042703942023
2021,Q3,Male,Transport & Storage,8.0020516523629
2021,Q4,Male,Transport & Storage,8.736834325461595
2022,Q1,Male,Transport & Storage,8.321722795984892
2022,Q2,Male,Transport & Storage,10.881958654463613
2022,Q3,Male,Transport & Storage,9.014408538158634
2022,Q4,Male,Transport & Storage,10.285218741068634
2023,Q1,Male,Transport & Storage,9.37596380766311
2023,Q2,Male,Transport & Storage,11.395886238383822
2023,Q3,Male,Transport & Storage,11.2648006394946
2023,Q4,Male,Transport & Storage,8.71307784447569
2024,Q1,Male,Transport & Storage,11.158304398777583
2024,Q2,Male,Transport & Storage,11.682628764233128
2024,Q3,Male,Transport & Storage,12.092880986322834
2024,Q4,Male,Transport & Storage,11.672487095104078
2025,Q1,Male,Transport & Storage,11.549159278659436
2025,Q2,Male,Transport & Storage,11.671950992667208
2025,Q3,Male,Transport & Storage,11.938771756215363
2025,Q4,Male,Transport & Storage,13.504717164652028
2019,Q1,Male,Accommodation & Food,2.092401865054525
2019,Q2,Male,Accommodation & Food,2.8822482934985674
2019,Q3,Male,Accommodation & Food,2.655271667239821
2019,Q4,Male,Accommodation & Food,2.985823685717215
2020,Q1,Male,Accommodation & Food,2.8554692625969214
2020,Q2,Male,Accommodation & Food,1.1583588276497732
2020,Q3,Male,Accommodation & Food,2.9927153284835777
2020,Q4,Male,Accommodation & Food,2.14146183644641
2021,Q1,Male,Accommodation & Food,1.6995311284988108
2021,Q2,Male,Accommodation & Food,1.980660866219165
2021,Q3,Male,Accommodation & Food,0.9959973930017532
2021,Q4,Male,Accommodation & Food,2.134633404331536
2022,Q1,Male,Accommodation & Food,1.8080984216589637
2022,Q2,Male,Accommodation & Food,2.3220225449364027
2022,Q3,Male,Accommodation & Food,1.7759889161880278
2022,Q4,Male,Accommodation & Food,2.977341931115449
2023,Q1,Male,Accommodation & Food,2.6459958913929706
2023,Q2,Male,Accommodation & Food,3.0662077036453548
2023,Q3,Male,Accommodation & Food,3.203803957950525
2023,Q4,Male,Accommodation & Food,3.147964424887613
2024,Q1,Male,Accommodation & Food,2.9271874741084654
2024,Q2,Male,Accommodation & Food,3.837779285908368
2024,Q3,Male,Accommodation & Food,3.3035765740414793
2024,Q4,Male,Accommodation & Food,2.696462767516454
2025,Q1,Male,Accommodation & Food,3.0899427919141567
2025,Q2,Male,Accommodation & Food,3.809216703991982
2025,Q3,Male,Accommodation & Food,3.562783309211325
2025,Q4,Male,Accommodation & Food,3.7195796097854767
2019,Q1,Male,ICT,0.3142722207971783
2019,Q2,Male,ICT,0.4901738645278588
2019,Q3,Male,ICT,0.28577691593990867
2019,Q4,Male,ICT,0.5858530454189335
2020,Q1,Male,ICT,0.2896556812789165
2020,Q2,Male,ICT,0.34292899812926725
2020,Q3,Male,ICT,0.4618385994798351
2020,Q4,Male,ICT,0.5259760692399135
2021,Q1,Male,ICT,0.40993169134798363
2021,Q2,Male,ICT,0.6613121327381574
2021,Q3,Male,ICT,0.437221411881611
2021,Q4,Male,ICT,0.41403153656679276
2022,Q1,Male,ICT,0.3282831293999794
2022,Q2,Male,ICT,0.29788202683582266
2022,Q3,Male,ICT,0.41789334314658416
2022,Q4,Male,ICT,0.1511250344682822
2023,Q1,Male,ICT,0.47599934752447254
2023,Q2,Male,ICT,0.3221175334306483
2023,Q3,Male,ICT,0.3790830365994748
2023,Q4,Male,ICT,0.291993791095439
2024,Q1,Male,ICT,0.36842766088572293
2024,Q2,Male,ICT,0.14925791101840635
2024,Q3,Male,ICT,0.3945599920130524
2024,Q4,Male,ICT,0.5024778308478343
2025,Q1,Male,ICT,0.49541277818026286
2025,Q2,Male,ICT,0.3615784146281152
2025,Q3,Male,ICT,0.46139268684959367
2025,Q4,Male,ICT,0.5627643029683704
2019,Q1,Male,Finance & Insurance,0.9594039705941974
2019,Q2,Male,Finance & Insurance,1.0175659495462686
2019,Q3,Male,Finance & Insurance,0.9565984994692032
2019,Q4,Male,Finance & Insurance,1.1351958817637156
2020,Q1,Male,Finance & Insurance,1.1504664311472936
2020,Q2,Male,Finance & Insurance,0.9390929834947732
2020,Q3,Male,Finance & Insurance,0.9947273985406208
2020,Q4,Male,Finance & Insurance,1.1325152097079316
2021,Q1,Male,Finance & Insurance,1.1008106039749692
2021,Q2,Male,Finance & Insurance,1.573182581592523
2021,Q3,Male,Finance & Insurance,0.8899940781823193
2021,Q4,Male,Finance & Insurance,0.8847283270908777
2022,Q1,Male,Finance & Insurance,0.7050148681964725
2022,Q2,Male,Finance & Insurance,0.855406555933881
2022,Q3,Male,Finance & Insurance,0.6372407571072083
2022,Q4,Male,Finance & Insurance,0.8095511815101042
2023,Q1,Male,Finance & Insurance,0.7354883138893691
2023,Q2,Male,Finance & Insurance,0.6980476538110422
2023,Q3,Male,Finance & Insurance,0.9347435554434594
2023,Q4,Male,Finance & Insurance,0.9300607926673645
2024,Q1,Male,Finance & Insurance,0.6963866298964376
2024,Q2,Male,Finance & Insurance,0.6889025319426872
2024,Q3,Male,Finance & Insurance,0.683142589857851
2024,Q4,Male,Finance & Insurance,0.6698210432954479
2025,Q1,Male,Finance & Insurance,0.7735532781975665
2025,Q2,Male,Finance & Insurance,0.7210486368243307
2025,Q3,Male,Finance & Insurance,0.6868672448585427
2025,Q4,Male,Finance & Insurance,0.7869949222263368
2019,Q1,Male,Real estate activities,0.13482702010094594
2019,Q2,Male,Real estate activities,0.32045061696587923
2019,Q3,Male,Real estate activities,0.19069070394201676
2019,Q4,Male,Real estate activities,0.14744946530296033
2020,Q1,Male,Real estate activities,0.08873986543072467
2020,Q2,Male,Real estate activities,0.11534025869679193
2020,Q3,Male,Real estate activities,0.3552962675021161
2020,Q4,Male,Real estate activities,0.041264797579527945
2021,Q1,Male,Real estate activities,0.05329093786926151
2021,Q2,Male,Real estate activities,0.09018294349203712
2021,Q3,Male,Real estate activities,0.18910017295687506
2021,Q4,Male,Real estate activities,0.08231611520593048
2022,Q1,Male,Real estate activities,0.06349106450366764
2022,Q2,Male,Real estate activities,0.14200456042577342
2022,Q3,Male,Real estate activities,0.2440962688817666
2022,Q4,Male,Real estate activities,0.23568583609925461
2023,Q1,Male,Real estate activities,0.26502383226568116
2023,Q2,Male,Real estate activities,0.22571232930087592
2023,Q3,Male,Real estate activities,0.08538537819825778
2023,Q4,Male,Real estate activities,0.18726804648384854
2024,Q1,Male,Real estate activities,0.166270335660734
2024,Q2,Male,Real estate activities,0.14905380755015188
2024,Q3,Male,Real estate activities,0.25539376347958276
2024,Q4,Male,Real estate activities,0.2957620482692507
2025,Q1,Male,Real estate activities,0.24369535935754855
2025,Q2,Male,Real estate activities,0.25435109813353857
2025,Q3,Male,Real estate activities,0.2704863745094294
2025,Q4,Male,Real estate activities,0.37548779102535884
2019,Q1,Male,Professional Services,0.8485857768340679
2019,Q2,Male,Professional Services,1.019064281893749
2019,Q3,Male,Professional Services,0.9703272600053887
2019,Q4,Male,Professional Services,1.0853705087706984
2020,Q1,Male,Professional Services,0.7979093117154344
2020,Q2,Male,Professional Services,0.5736206461624769
2020,Q3,Male,Professional Services,1.0045960559891725
2020,Q4,Male,Professional Services,0.815047191910369
2021,Q1,Male,Professional Services,0.7245072395848804
2021,Q2,Male,Professional Services,0.7773330333615446
2021,Q3,Male,Professional Services,0.7261958546873728
2021,Q4,Male,Professional Services,0.9027201702333879
2022,Q1,Male,Professional Services,0.7723755871724769
2022,Q2,Male,Professional Services,0.9021057584269316
2022,Q3,Male,Professional Services,1.1255089895103492
2022,Q4,Male,Professional Services,1.0340934947980671
2023,Q1,Male,Professional Services,0.9786873421916826
2023,Q2,Male,Professional Services,0.6959234518993911
2023,Q3,Male,Professional Services,0.5897959576392433
2023,Q4,Male,Professional Services,0.7414698493855068
2024,Q1,Male,Professional Services,0.5905168477143873
2024,Q2,Male,Professional Services,0.7827887885046083
2024,Q3,Male,Professional Services,0.7900977707718588
2024,Q4,Male,Professional Services,0.8407868073131639
2025,Q1,Male,Professional Services,0.9375381653652717
2025,Q2,Male,Professional Services,0.7746355802128558
2025,Q3,Male,Professional Services,1.021738679870457
2025,Q4,Male,Professional Services,0.9628580413166962
2019,Q1,Male,Administrative and support activities,1.968431258082664
2019,Q2,Male,Administrative and support activities,2.661407869655487
2019,Q3,Male,Administrative and support activities,1.5838971803175985
2019,Q4,Male,Administrative and support activities,2.7529809958223854
2020,Q1,Male,Administrative and support activities,2.6819093711974573
2020,Q2,Male,Administrative and support activities,2.492532674683197
2020,Q3,Male,Administrative and support activities,2.582751810083682
2020,Q4,Male,Administrative and support activities,2.845350249226386
2021,Q1,Male,Administrative and support activities,2.347796691983981
2021,Q2,Male,Administrative and support activities,1.8550691361089846
2021,Q3,Male,Administrative and support activities,1.7915139636708477
2021,Q4,Male,Administrative and support activities,1.3689720788315527
2022,Q1,Male,Administrative and support activities,1.6918335125508814
2022,Q2,Male,Administrative and support activities,2.6494710625563194
2022,Q3,Male,Administrative and support activities,1.898830863558142
2022,Q4,Male,Administrative and support activities,2.117198780201565
2023,Q1,Male,Administrative and support activities,3.3488763090089746
2023,Q2,Male,Administrative and support activities,2.0555351723024815
2023,Q3,Male,Administrative and support activities,1.7844753010766152
2023,Q4,Male,Administrative and support activities,2.3459755614918363
2024,Q1,Male,Administrative and support activities,2.1012020753414262
2024,Q2,Male,Administrative and support activities,2.2552606673898867
2024,Q3,Male,Administrative and support activities,2.5340492820015195
2024,Q4,Male,Administrative and support activities,2.732249334158666
2025,Q1,Male,Administrative and support activities,2.45568738936607
2025,Q2,Male,Administrative and support activities,2.792153063014019
2025,Q3,Male,Administrative and support activities,2.4200862900174096
2025,Q4,Male,Administrative and support activities,2.8496630817550916
2019,Q1,Male,Public Admin.,2.4211765820210465
2019,Q2,Male,Public Admin.,2.765661497202046
2019,Q3,Male,Public Admin.,2.4081754939846927
2019,Q4,Male,Public Admin.,3.039786588622497
2020,Q1,Male,Public Admin.,2.54221104459032
2020,Q2,Male,Public Admin.,2.7454926945758213
2020,Q3,Male,Public Admin.,2.2522968082340444
2020,Q4,Male,Public Admin.,2.3314207026787503
2021,Q1,Male,Public Admin.,2.72701993136472
2021,Q2,Male,Public Admin.,3.345034533424529
2021,Q3,Male,Public Admin.,2.539809749166182
2021,Q4,Male,Public Admin.,3.112419667835104
2022,Q1,Male,Public Admin.,2.4422398369672216
2022,Q2,Male,Public Admin.,2.377345979345133
2022,Q3,Male,Public Admin.,2.386779287816129
2022,Q4,Male,Public Admin.,1.9060659632092765
2023,Q1,Male,Public Admin.,1.4269555046778464
2023,Q2,Male,Public Admin.,2.0677380010508446
2023,Q3,Male,Public Admin.,1.8923309244150255
2023,Q4,Male,Public Admin.,2.067259533610929
2024,Q1,Male,Public Admin.,3.2266371404420497
2024,Q2,Male,Public Admin.,2.447711955705011
2024,Q3,Male,Public Admin.,2.3411363139758
2024,Q4,Male,Public Admin.,2.6608262170080734
2025,Q1,Male,Public Admin.,2.6195644287011364
2025,Q2,Male,Public Admin.,2.2279008666720643
2025,Q3,Male,Public Admin.,2.299025410065282
2025,Q4,Male,Public Admin.,2.3480885268199083
2019,Q1,Male,Education,3.0955912597716106
