year,quarter,sex,occupation,value
2023,Q1,Male,"Skilled_agricultural,_forestry_and_fishery workers",5.438253020944131
2023,Q2,Male,"Skilled_agricultural,_forestry_and_fishery workers",5.1958053551530305
2023,Q3,Male,"Skilled_agricultural,_forestry_and_fishery workers",4.437155064387824
2023,Q4,Male,"Skilled_agricultural,_forestry_and_fishery workers",6.522862831103891
2024,Q1,Male,"Skilled_agricultural,_forestry_and_fishery workers",6.262088867509617
2024,Q2,Male,"Skilled_agricultural,_forestry_and_fishery workers",7.175954829613822
2024,Q3,Male,"Skilled_agricultural,_forestry_and_fishery workers",5.866722547109959
2024,Q4,Male,"Skilled_agricultural,_forestry_and_fishery workers",8.064072347140131
2025,Q1,Male,"Skilled_agricultural,_forestry_and_fishery workers",7.190494056748806
2025,Q2,Male,"Skilled_agricultural,_forestry_and_fishery workers",8.03567132359258
2025,Q3,Male,"Skilled_agricultural,_forestry_and_fishery workers",6.8867715067725825
2025,Q4,Male,"Skilled_agricultural,_forestry_and_fishery workers",6.696324068487231
2019,Q1,Male,Craft_and_related_trades_workers,10.066126813736268
2019,Q2,Male,Craft_and_related_trades_workers,10.947087071006713
2019,Q3,Male,Craft_and_related_trades_workers,10.732133623015336
2019,Q4,Male,Craft_and_related_trades_workers,9.924697197875956
2020,Q1,Male,Craft_and_related_trades_workers,11.552045104427968
2020,Q3,Male,Craft_and_related_trades_workers,16.062080800414474
2020,Q4,Male,Craft_and_related_trades_workers,10.442813414541464
2021,Q1,Male,Craft_and_related_trades_workers,9.682883220890998
2021,Q2,Male,Craft_and_related_trades_workers,10.261458443878997
2021,Q3,Male,Craft_and_related_trades_workers,11.416423183427147
2021,Q4,Male,Craft_and_related_trades_workers,10.192229293953009
2022,Q1,Male,Craft_and_related_trades_workers,9.34008485636824
2022,Q2,Male,Craft_and_related_trades_workers,9.586238104392201
2022,Q3,Male,Craft_and_related_trades_workers,13.07646292925444
2022,Q4,Male,Craft_and_related_trades_workers,11.222812968062515
2023,Q1,Male,Craft_and_related_trades_workers,10.198674482798447
2023,Q2,Male,Craft_and_related_trades_workers,10.744520748395479
2023,Q3,Male,Craft_and_related_trades_workers,12.183460780972903
2023,Q4,Male,Craft_and_related_trades_workers,9.32308776574967
2024,Q1,Male,Craft_and_related_trades_workers,10.238479963859286
2024,Q2,Male,Craft_and_related_trades_workers,10.816260285944516
2024,Q3,Male,Craft_and_related_trades_workers,13.83031934297731
2024,Q4,Male,Craft_and_related_trades_workers,11.524083348139834
2025,Q1,Male,Craft_and_related_trades_workers,11.166195940847972
2025,Q2,Male,Craft_and_related_trades_workers,11.683828156640866
2025,Q3,Male,Craft_and_related_trades_workers,13.258904585728724
2025,Q4,Male,Craft_and_related_trades_workers,12.17589445927207
2019,Q1,Male,Plant_and_machine_operators_and_assemblers,5.150900828323288
2019,Q2,Male,Plant_and_machine_operators_and_assemblers,4.995950738392063
2019,Q3,Male,Plant_and_machine_operators_and_assemblers,4.991539923671201
2019,Q4,Male,Plant_and_machine_operators_and_assemblers,5.568306295969564
2020,Q1,Male,Plant_and_machine_operators_and_assemblers,4.4115261064413405
2020,Q3,Male,Plant_and_machine_operators_and_assemblers,4.508198079305199
2020,Q4,Male,Plant_and_machine_operators_and_assemblers,4.261263169788425
2021,Q1,Male,Plant_and_machine_operators_and_assemblers,4.342603847750507
2021,Q2,Male,Plant_and_machine_operators_and_assemblers,4.532570621837471
2021,Q3,Male,Plant_and_machine_operators_and_assemblers,4.5734134984681285
2021,Q4,Male,Plant_and_machine_operators_and_assemblers,4.3348490141322475
2022,Q1,Male,Plant_and_machine_operators_and_assemblers,4.863544794140348
2022,Q2,Male,Plant_and_machine_operators_and_assemblers,5.334114230645037
2022,Q3,Male,Plant_and_machine_operators_and_assemblers,3.670471128102786
2022,Q4,Male,Plant_and_machine_operators_and_assemblers,5.184732629008244
2023,Q1,Male,Plant_and_machine_operators_and_assemblers,5.090356182844025
2023,Q2,Male,Plant_and_machine_operators_and_assemblers,4.901995899750413
2023,Q3,Male,Plant_and_machine_operators_and_assemblers,4.709649235325021
2023,Q4,Male,Plant_and_machine_operators_and_assemblers,4.706838141315875
2024,Q1,Male,Plant_and_machine_operators_and_assemblers,5.16771671927053
2024,Q2,Male,Plant_and_machine_operators_and_assemblers,6.061834489651216
2024,Q3,Male,Plant_and_machine_operators_and_assemblers,5.9714264155935135
2024,Q4,Male,Plant_and_machine_operators_and_assemblers,5.131189505300936
2025,Q1,Male,Plant_and_machine_operators_and_assemblers,5.382202110858398
2025,Q2,Male,Plant_and_machine_operators_and_assemblers,6.009437498668179
2025,Q3,Male,Plant_and_machine_operators_and_assemblers,6.063629260620591
2025,Q4,Male,Plant_and_machine_operators_and_assemblers,6.795256143350516
2019,Q1,Male,Elementary_occupations,50.5362599735208
2019,Q2,Male,Elementary_occupations,49.28711987607318
2019,Q3,Male,Elementary_occupations,50.46206791307163
2019,Q4,Male,Elementary_occupations,48.915753833016815
2020,Q1,Male,Elementary_occupations,48.902672871323496
2020,Q3,Male,Elementary_occupations,46.544283341536094
2020,Q4,Male,Elementary_occupations,57.2751175270656
2021,Q1,Male,Elementary_occupations,60.084273225795435
2021,Q2,Male,Elementary_occupations,58.36939135769388
2021,Q3,Male,Elementary_occupations,56.35195054714293
2021,Q4,Male,Elementary_occupations,59.532565996979805
2022,Q1,Male,Elementary_occupations,59.435851436369425
2022,Q2,Male,Elementary_occupations,57.51934308241506
2022,Q3,Male,Elementary_occupations,56.60043005967649
2022,Q4,Male,Elementary_occupations,56.57415557764245
2023,Q1,Male,Elementary_occupations,55.06575044903755
2023,Q2,Male,Elementary_occupations,55.769937895419886
2023,Q3,Male,Elementary_occupations,54.82927992344286
2023,Q4,Male,Elementary_occupations,53.71865143759155
2024,Q1,Male,Elementary_occupations,53.80324887317916
2024,Q2,Male,Elementary_occupations,49.875707870160575
2024,Q3,Male,Elementary_occupations,49.433816698002516
2024,Q4,Male,Elementary_occupations,48.928413171872485
2025,Q1,Male,Elementary_occupations,50.05099982717749
2025,Q2,Male,Elementary_occupations,47.0741588203067
2025,Q3,Male,Elementary_occupations,47.36923949531619
2025,Q4,Male,Elementary_occupations,46.54833391419146
2019,Q1,Female,Employed population aged 16+,1407387.8726897268
2019,Q2,Female,Employed population aged 16+,1417046.919762995
2019,Q3,Female,Employed population aged 16+,1360765.4290855117
2019,Q4,Female,Employed population aged 16+,1507240.8552400058
2020,Q1,Female,Employed population aged 16+,1623447.5170242912
2020,Q2,Female,Employed population aged 16+,1390774.2463264465
2020,Q3,Female,Employed population aged 16+,1553810.0623817444
2020,Q4,Female,Employed population aged 16+,1522334.6038220073
2021,Q1,Female,Employed population aged 16+,1456886.0406684875
2021,Q2,Female,Employed population aged 16+,1357145.5234127045
2021,Q3,Female,Employed population aged 16+,1366065.7982635498
2021,Q4,Female,Employed population aged 16+,1630832.4650280476
2022,Q1,Female,Employed population aged 16+,1636531.8683738708
2022,Q2,Female,Employed population aged 16+,1441571.5956230164
2022,Q3,Female,Employed population aged 16+,1615872.5794905617
2022,Q4,Female,Employed population aged 16+,1580616.2429542232
2023,Q1,Female,Employed population aged 16+,1744139.0166358948
2023,Q2,Female,Employed population aged 16+,1808989.4914073944
2023,Q3,Female,Employed population aged 16+,1723553.2534599304
2023,Q4,Female,Employed population aged 16+,1851748.989063263
2024,Q1,Female,Employed population aged 16+,2019316.0810089111
2024,Q2,Female,Employed population aged 16+,1956644.9277191162
2024,Q3,Female,Employed population aged 16+,2004068.1774139404
2024,Q4,Female,Employed population aged 16+,2096061.6178894043
2025,Q1,Female,Employed population aged 16+,2227703.0525665283
2025,Q2,Female,Employed population aged 16+,2110911.827987671
2025,Q3,Female,Employed population aged 16+,2222577.5753936768
2025,Q4,Female,Employed population aged 16+,2301852.462463379
2019,Q1,Female,Total,100.0
2019,Q2,Female,Total,100.0
2019,Q3,Female,Total,100.0
2019,Q4,Female,Total,100.0
2020,Q1,Female,Total,100.0
2020,Q3,Female,Total,100.0
2020,Q4,Female,Total,100.0
2021,Q1,Female,Total,100.0
2021,Q2,Female,Total,100.0
2021,Q3,Female,Total,100.0
2021,Q4,Female,Total,100.0
2022,Q1,Female,Total,100.0
2022,Q2,Female,Total,100.0
2022,Q3,Female,Total,100.0
2022,Q4,Female,Total,100.0
2023,Q1,Female,Total,100.0
2023,Q2,Female,Total,100.0
2023,Q3,Female,Total,100.0
2023,Q4,Female,Total,100.0
2024,Q1,Female,Total,100.0
2024,Q2,Female,Total,100.0
2024,Q3,Female,Total,100.0
2024,Q4,Female,Total,100.0
2025,Q1,Female,Total,100.0
2025,Q2,Female,Total,100.0
2025,Q3,Female,Total,100.0
2025,Q4,Female,Total,100.0
2019,Q1,Female,Managers,0.7909938742761764
2019,Q2,Female,Managers,0.8071279297204482
2019,Q3,Female,Managers,1.196439516254538
2019,Q4,Female,Managers,0.8109997454954576
2020,Q1,Female,Managers,1.376860644280698
2020,Q3,Female,Managers,0.6436315049493472
2020,Q4,Female,Managers,1.3006629324649477
2021,Q1,Female,Managers,0.8013319315122805
2021,Q2,Female,Managers,0.9912408615227521
2021,Q3,Female,Managers,0.714066079966409
2021,Q4,Female,Managers,0.8050433294518312
2022,Q1,Female,Managers,0.6147235082165289
2022,Q2,Female,Managers,0.3362334470682417
2022,Q3,Female,Managers,0.6443642179625791
2022,Q4,Female,Managers,0.6585103910667935
2023,Q1,Female,Managers,0.41589328227833966
2023,Q2,Female,Managers,0.702959371469816
2023,Q3,Female,Managers,0.9715576020991558
2023,Q4,Female,Managers,1.2432942524713946
2024,Q1,Female,Managers,1.0084618127243012
2024,Q2,Female,Managers,1.0223798811066174
2024,Q3,Female,Managers,0.5386761385874802
2024,Q4,Female,Managers,0.7758649892279876
2025,Q1,Female,Managers,0.7741379256894984
2025,Q2,Female,Managers,0.7247465855975479
2025,Q3,Female,Managers,0.8073529061876923
2025,Q4,Female,Managers,0.605061182233691
2019,Q1,Female,Professionals,5.755033681623509
2019,Q2,Female,Professionals,6.144288618173135
2019,Q3,Female,Professionals,5.74343715867785
2019,Q4,Female,Professionals,5.119871759163013
2020,Q1,Female,Professionals,5.476740880623469
2020,Q3,Female,Professionals,3.986840369610562
2020,Q4,Female,Professionals,5.607213189905277
2021,Q1,Female,Professionals,4.825852119387888
2021,Q2,Female,Professionals,7.398286018913577
2021,Q3,Female,Professionals,5.539188680018653
2021,Q4,Female,Professionals,6.040249826113346
2022,Q1,Female,Professionals,5.410443791449292
2022,Q2,Female,Professionals,6.89644833333341
2022,Q3,Female,Professionals,5.479853215023617
2022,Q4,Female,Professionals,7.343153321819745
2023,Q1,Female,Professionals,4.860396822191458
2023,Q2,Female,Professionals,5.340476526152087
2023,Q3,Female,Professionals,5.764692401496932
2023,Q4,Female,Professionals,6.962537198008531
2024,Q1,Female,Professionals,6.624696919109918
2024,Q2,Female,Professionals,7.078889508053471
2024,Q3,Female,Professionals,6.419275036335502
2024,Q4,Female,Professionals,5.596147521892857
2025,Q1,Female,Professionals,5.270852772301967
2025,Q2,Female,Professionals,6.093197106921911
2025,Q3,Female,Professionals,5.054461808690688
2025,Q4,Female,Professionals,6.587205041159802
2019,Q1,Female,Technicians_and_associate_professionals,0.6864457327176793
2019,Q2,Female,Technicians_and_associate_professionals,1.4471312123279514
2019,Q3,Female,Technicians_and_associate_professionals,1.4587199071781334
2019,Q4,Female,Technicians_and_associate_professionals,1.013896779461077
2020,Q1,Female,Technicians_and_associate_professionals,1.0978403416255966
2020,Q3,Female,Technicians_and_associate_professionals,1.17970384045992
2020,Q4,Female,Technicians_and_associate_professionals,0.9184331404474018
2021,Q1,Female,Technicians_and_associate_professionals,0.6169006497910583
2021,Q2,Female,Technicians_and_associate_professionals,0.8647903776886312
2021,Q3,Female,Technicians_and_associate_professionals,0.831818706783942
2021,Q4,Female,Technicians_and_associate_professionals,1.081062641576726
2022,Q1,Female,Technicians_and_associate_professionals,0.28739314812221484
2022,Q2,Female,Technicians_and_associate_professionals,0.7793908954684005
2022,Q3,Female,Technicians_and_associate_professionals,0.9603746754674155
2022,Q4,Female,Technicians_and_associate_professionals,0.4795387534559127
2023,Q1,Female,Technicians_and_associate_professionals,0.36287817223759367
2023,Q2,Female,Technicians_and_associate_professionals,0.2948285384532773
2023,Q3,Female,Technicians_and_associate_professionals,0.5094911271882454
2023,Q4,Female,Technicians_and_associate_professionals,0.767601934279162
2024,Q1,Female,Technicians_and_associate_professionals,1.1376636511235838
2024,Q2,Female,Technicians_and_associate_professionals,0.8808837904720418
2024,Q3,Female,Technicians_and_associate_professionals,1.207889159125637
2024,Q4,Female,Technicians_and_associate_professionals,1.0585136160297313
2025,Q1,Female,Technicians_and_associate_professionals,0.7946424996986736
2025,Q2,Female,Technicians_and_associate_professionals,1.0820534426978006
2025,Q3,Female,Technicians_and_associate_professionals,1.2748996907748567
2025,Q4,Female,Technicians_and_associate_professionals,0.8181920974807964
2019,Q1,Female,Clerical_support_workers,1.0902178451859146
2019,Q2,Female,Clerical_support_workers,1.6494855401586461
2019,Q3,Female,Clerical_support_workers,1.3455066796196407
2019,Q4,Female,Clerical_support_workers,1.3653377844991552
2020,Q1,Female,Clerical_support_workers,1.1195584528045617
2020,Q3,Female,Clerical_support_workers,1.2108733527076279
2020,Q4,Female,Clerical_support_workers,0.9534262627650945
2021,Q1,Female,Clerical_support_workers,1.2017191514818593
2021,Q2,Female,Clerical_support_workers,1.280398036872717
2021,Q3,Female,Clerical_support_workers,0.9361389824640329
2021,Q4,Female,Clerical_support_workers,1.2559964889609085
2022,Q1,Female,Clerical_support_workers,0.8740616669876131
2022,Q2,Female,Clerical_support_workers,1.0177751677455877
2022,Q3,Female,Clerical_support_workers,1.4324779981220324
2022,Q4,Female,Clerical_support_workers,1.112400830353188
2023,Q1,Female,Clerical_support_workers,1.221700801146847
2023,Q2,Female,Clerical_support_workers,0.6302053536252957
2023,Q3,Female,Clerical_support_workers,1.0728299669381378
2023,Q4,Female,Clerical_support_workers,1.0980920391337063
2024,Q1,Female,Clerical_support_workers,1.411357660624321
2024,Q2,Female,Clerical_support_workers,1.2043426262091768
2024,Q3,Female,Clerical_support_workers,1.2014916444365051
2024,Q4,Female,Clerical_support_workers,1.0178156500883317
2025,Q1,Female,Clerical_support_workers,0.9888633517055073
2025,Q2,Female,Clerical_support_workers,1.1284135990795596
2025,Q3,Female,Clerical_support_workers,1.0101781133124563
2025,Q4,Female,Clerical_support_workers,1.3334996667389505
2019,Q1,Female,Service_and_sales_workers,21.362008150970635
2019,Q2,Female,Service_and_sales_workers,21.962820208340105
2019,Q3,Female,Service_and_sales_workers,22.564257035929934
2019,Q4,Female,Service_and_sales_workers,23.66109640673272
2020,Q1,Female,Service_and_sales_workers,19.33039854817789
2020,Q3,Female,Service_and_sales_workers,25.92877745423317
2020,Q4,Female,Service_and_sales_workers,18.767199621207805
2021,Q1,Female,Service_and_sales_workers,16.175808866761397
2021,Q2,Female,Service_and_sales_workers,15.544247156024507
2021,Q3,Female,Service_and_sales_workers,18.906739482168174
2021,Q4,Female,Service_and_sales_workers,17.230333367219135
2022,Q1,Female,Service_and_sales_workers,16.31180674884516
2022,Q2,Female,Service_and_sales_workers,17.668524810634032
2022,Q3,Female,Service_and_sales_workers,15.484038044289816
2022,Q4,Female,Service_and_sales_workers,17.083720302151946
2023,Q1,Female,Service_and_sales_workers,20.12114254419461
2023,Q2,Female,Service_and_sales_workers,21.64759891205718
2023,Q3,Female,Service_and_sales_workers,22.98937439418414
2023,Q4,Female,Service_and_sales_workers,21.3604022950207
2024,Q1,Female,Service_and_sales_workers,18.672497812450814
2024,Q2,Female,Service_and_sales_workers,24.013659549188333
2024,Q3,Female,Service_and_sales_workers,26.44185261465121
2024,Q4,Female,Service_and_sales_workers,21.848846901499993
2025,Q1,Female,Service_and_sales_workers,22.526811344114435
2025,Q2,Female,Service_and_sales_workers,25.426540542554537
2025,Q3,Female,Service_and_sales_workers,27.647036156454007
2025,Q4,Female,Service_and_sales_workers,24.343766780146492
2019,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.640793072978881
2019,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.849525097786188
2019,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.3298684329374595
2019,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.137549460551855
2020,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.006418233765934
2020,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",9.095049238659842
2020,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",4.335896444466388
2021,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",3.8219851990621887
2021,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",3.68040338245628
2021,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.603015883707316
2021,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",3.9049673764111232
2022,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",4.478418271856963
2022,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",4.760573868241252
2022,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.753733318245078
2022,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",5.153684353572681
2023,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",5.694844257587924
2023,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.716935451364871
2023,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",4.911233042687668
2023,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.620903904897711
2024,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.028363197861667
2024,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.221528332998853
2024,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.581063651764649
2024,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",8.262874175531323
2025,Q1,Female,"Skilled_agricultural,_forestry_and_fishery workers",7.628450222733028
2025,Q2,Female,"Skilled_agricultural,_forestry_and_fishery workers",9.145768395052595
2025,Q3,Female,"Skilled_agricultural,_forestry_and_fishery workers",8.031449755996949
2025,Q4,Female,"Skilled_agricultural,_forestry_and_fishery workers",6.730250560102757
2019,Q1,Female,Craft_and_related_trades_workers,5.810410883937187
2019,Q2,Female,Craft_and_related_trades_workers,5.165386737688549
2019,Q3,Female,Craft_and_related_trades_workers,6.155036549316625
2019,Q4,Female,Craft_and_related_trades_workers,5.295468385992674
2020,Q1,Female,Craft_and_related_trades_workers,4.556189936060379
2020,Q3,Female,Craft_and_related_trades_workers,5.3782467131933664
2020,Q4,Female,Craft_and_related_trades_workers,3.7741298900880507
2021,Q1,Female,Craft_and_related_trades_workers,3.342719053767318
2021,Q2,Female,Craft_and_related_trades_workers,4.315804153354938
2021,Q3,Female,Craft_and_related_trades_workers,5.102679526913696
2021,Q4,Female,Craft_and_related_trades_workers,4.518513211688027
2022,Q1,Female,Craft_and_related_trades_workers,4.383408241624092
2022,Q2,Female,Craft_and_related_trades_workers,5.029376628857912
2022,Q3,Female,Craft_and_related_trades_workers,6.063824661264651
2022,Q4,Female,Craft_and_related_trades_workers,4.277084365907295
2023,Q1,Female,Craft_and_related_trades_workers,4.275458246280821
2023,Q2,Female,Craft_and_related_trades_workers,3.9075160067910524
2023,Q3,Female,Craft_and_related_trades_workers,5.3377050756390085
2023,Q4,Female,Craft_and_related_trades_workers,4.506494481090689
2024,Q1,Female,Craft_and_related_trades_workers,3.914748104268647
2024,Q2,Female,Craft_and_related_trades_workers,4.819377767810121
2024,Q3,Female,Craft_and_related_trades_workers,5.3811389136380905
2024,Q4,Female,Craft_and_related_trades_workers,4.7505058620156815
2025,Q1,Female,Craft_and_related_trades_workers,3.7467202080365247
2025,Q2,Female,Craft_and_related_trades_workers,4.7518899258249006
2025,Q3,Female,Craft_and_related_trades_workers,4.361886820156803
2025,Q4,Female,Craft_and_related_trades_workers,3.9418335190756117
2019,Q1,Female,Plant_and_machine_operators_and_assemblers,0.1334518935222498
2019,Q2,Female,Plant_and_machine_operators_and_assemblers,0.10288955863715027
2019,Q3,Female,Plant_and_machine_operators_and_assemblers,0.2507009144043678
2019,Q4,Female,Plant_and_machine_operators_and_assemblers,0.18065476334015773
2020,Q1,Female,Plant_and_machine_operators_and_assemblers,0.11181969439638904
2020,Q3,Female,Plant_and_machine_operators_and_assemblers,0.24399454157061512
2020,Q4,Female,Plant_and_machine_operators_and_assemblers,0.4355939938139457
2021,Q1,Female,Plant_and_machine_operators_and_assemblers,0.0917964589831118
2021,Q2,Female,Plant_and_machine_operators_and_assemblers,0.03979977307553565
2021,Q3,Female,Plant_and_machine_operators_and_assemblers,0.06814684598637712
2021,Q4,Female,Plant_and_machine_operators_and_assemblers,0.04286155210918626
2022,Q1,Female,Plant_and_machine_operators_and_assemblers,0.25949930182556125
2022,Q2,Female,Plant_and_machine_operators_and_assemblers,0.07689506963549292
2022,Q3,Female,Plant_and_machine_operators_and_assemblers,0.08451339183274363
2023,Q1,Female,Plant_and_machine_operators_and_assemblers,0.06100144378064576
2023,Q2,Female,Plant_and_machine_operators_and_assemblers,0.06103370066247245
2023,Q3,Female,Plant_and_machine_operators_and_assemblers,0.2347184606732735
2024,Q1,Female,Plant_and_machine_operators_and_assemblers,0.09894040429919647
2024,Q2,Female,Plant_and_machine_operators_and_assemblers,0.2968028151409633
2024,Q3,Female,Plant_and_machine_operators_and_assemblers,0.31692993966032057
2024,Q4,Female,Plant_and_machine_operators_and_assemblers,0.23265190493899626
2025,Q1,Female,Plant_and_machine_operators_and_assemblers,0.30693289137550944
2025,Q2,Female,Plant_and_machine_operators_and_assemblers,0.21598947097593751
2025,Q3,Female,Plant_and_machine_operators_and_assemblers,0.09724240295252931
2025,Q4,Female,Plant_and_machine_operators_and_assemblers,0.1132706869444361
2019,Q1,Female,Elementary_occupations,56.73064486478793
2019,Q2,Female,Elementary_occupations,54.871345097167804
2019,Q3,Female,Elementary_occupations,54.95603380568143
2019,Q4,Female,Elementary_occupations,56.41512491476377
2020,Q1,Female,Elementary_occupations,59.92417326826538
2020,Q3,Female,Elementary_occupations,52.332882984615544
2020,Q4,Female,Elementary_occupations,63.90744452484051
2021,Q1,Female,Elementary_occupations,69.1218865692529
2021,Q2,Female,Elementary_occupations,65.88503024009106
2021,Q3,Female,Elementary_occupations,61.2982058119914
2021,Q4,Female,Elementary_occupations,65.12097220646972
2022,Q1,Female,Elementary_occupations,67.38024532107258
2022,Q2,Female,Elementary_occupations,63.43478177901567
2022,Q3,Female,Elementary_occupations,63.09682047779217
2022,Q4,Female,Elementary_occupations,63.891907681672286
2023,Q1,Female,Elementary_occupations,62.986684430301764
2023,Q2,Female,Elementary_occupations,60.69844613942394
2023,Q3,Female,Elementary_occupations,58.20839792909344
2023,Q4,Female,Elementary_occupations,57.4406738950981
2024,Q1,Female,Elementary_occupations,60.103270437537546
2024,Q2,Female,Elementary_occupations,53.462135729020424
2024,Q3,Female,Elementary_occupations,51.9116829018006
2024,Q4,Female,Elementary_occupations,56.4567793787751
2025,Q1,Female,Elementary_occupations,57.96258878434486
2025,Q2,Female,Elementary_occupations,51.431400931295215
2025,Q3,Female,Elementary_occupations,51.715492345474026
2025,Q4,Female,Elementary_occupations,55.52692046611747
